MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleType,SalePrice,GarageAge,PropertyAge,RemodAge
Others,FV_RL_RH,8741.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,1195.0,GasA_GasW,3,0,SBrkr,1195.0,0.0,0.0,0,0,2,0,4,3,8,Typ,0,0,Others,0,0,0,0,0,118.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,98500.0,0.0,61.0,4.0
60_20,FV_RL_RH,12461.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,6,1456.0,1,0.0,168.0,GasA_GasW,5,1,SBrkr,1624.0,0.0,0.0,1,0,2,0,2,4,5,Typ,1,2,Attchd,2,3,3,3,1,0.0,114.0,192.0,0.0,0.0,0.0,0,7,Others,262000.0,12.0,12.0,1.0
60_20,FV_RL_RH,6950.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,40.0,3,3,Others,3,3,1,5,710.0,4,72.0,132.0,GasA_GasW,3,1,SBrkr,914.0,0.0,0.0,1,0,1,0,2,3,5,Typ,0,0,Attchd,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,10,Others,134900.0,30.0,30.0,0.0
60_20,FV_RL_RH,16905.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,4,Others,3,3,4,4,967.0,1,0.0,383.0,GasA_GasW,4,1,SBrkr,1328.0,0.0,0.0,0,1,1,1,2,3,5,Typ,2,4,Attchd,2,1,3,3,0,0.0,104.0,0.0,0.0,0.0,0.0,0,7,Others,170000.0,48.0,48.0,0.0
Others,FV_RL_RH,7155.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,8,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,686.0,GasA_GasW,3,1,SBrkr,686.0,775.0,0.0,0,0,1,0,3,3,6,Typ,1,4,Others,1,1,3,3,0,0.0,0.0,116.0,0.0,0.0,0.0,0,7,Others,135000.0,81.0,81.0,65.0
60_20,FV_RL_RH,9205.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Hip,CompShg,Others,Others,Others,304.0,4,3,PConc,4,3,1,5,704.0,1,0.0,226.0,GasA_GasW,5,1,SBrkr,1364.0,1319.0,0.0,1,0,2,1,4,4,9,Typ,2,4,Attchd,2,2,3,3,1,237.0,251.0,0.0,0.0,196.0,0.0,0,6,Others,290000.0,18.0,18.0,1.0
60_20,FV_RL_RH,7697.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1246.0,GasA_GasW,5,1,SBrkr,1258.0,0.0,0.0,0,0,2,0,3,4,6,Typ,0,0,Attchd,2,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8,New,173500.0,0.0,0.0,0.0
60_20,FV_RL_RH,7800.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,8,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,4,1,6,603.0,1,0.0,293.0,GasA_GasW,5,1,SBrkr,1112.0,896.0,0.0,1,0,3,0,3,5,8,Typ,0,0,Attchd,1,1,3,3,1,103.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,225000.0,58.0,58.0,54.0
60_20,FV_RL_RH,14357.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,311.0,2,167.0,386.0,GasA_GasW,3,1,SBrkr,1187.0,0.0,0.0,1,0,1,0,2,3,6,Typ,1,3,Attchd,2,2,3,3,1,128.0,0.0,0.0,0.0,0.0,0.0,0,8,Others,140500.0,46.0,46.0,0.0
60_20,FV_RL_RH,8775.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,4,3,1,6,495.0,1,0.0,495.0,GasA_GasW,4,1,SBrkr,990.0,0.0,0.0,0,0,1,0,3,3,5,Typ,0,0,Attchd,1,1,3,3,1,0.0,64.0,0.0,0.0,0.0,0.0,0,4,Others,126000.0,11.0,13.0,0.0
Others,FV_RL_RH,2645.0,1,4,Others,UpperQuan,Norm,Norm,Others,1Story_2Story,8,5,Others,CompShg,Others,Others,Others,466.0,4,3,PConc,4,3,1,6,612.0,1,0.0,348.0,GasA_GasW,5,1,SBrkr,962.0,624.0,0.0,1,0,2,1,3,4,7,Typ,0,0,Others,1,2,3,3,1,169.0,0.0,0.0,0.0,0.0,0.0,0,12,Others,170000.0,9.0,9.0,0.0
60_20,FV_RL_RH,13568.0,1,2,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,4,3,1,5,716.0,1,0.0,274.0,GasA_GasW,5,1,SBrkr,990.0,0.0,0.0,0,1,1,0,3,3,5,Typ,0,0,Attchd,1,2,3,3,1,224.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,156000.0,10.0,11.0,0.0
60_20,FV_RL_RH,16321.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,4,4,1277.0,1,0.0,207.0,GasA_GasW,3,1,SBrkr,1600.0,0.0,0.0,1,0,1,0,2,3,6,Typ,2,4,Attchd,2,1,3,3,1,288.0,258.0,0.0,0.0,0.0,0.0,0,12,Others,207500.0,49.0,49.0,40.0
60_20,FV_RL_RH,8640.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,3,6,350.0,1,0.0,546.0,GasA_GasW,5,1,SBrkr,896.0,896.0,0.0,0,0,2,1,3,4,8,Typ,0,0,Attchd,3,2,3,3,1,184.0,96.0,0.0,0.0,0.0,0.0,0,11,New,255000.0,0.0,0.0,0.0
Others,Others,1596.0,1,4,Others,LowerQuan,Norm,Norm,Others,Others,4,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,3,3,Others,4,3,4,6,437.0,1,0.0,25.0,GasA_GasW,3,1,SBrkr,526.0,462.0,0.0,1,0,1,0,1,3,4,Typ,1,1,BuiltIn,2,1,3,3,1,0.0,101.0,0.0,120.0,0.0,0.0,0,7,Others,94900.0,35.0,35.0,0.0
60_20,FV_RL_RH,7315.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,625.0,1,0.0,545.0,GasA_GasW,3,1,SBrkr,1170.0,0.0,0.0,0,1,1,0,3,3,6,Typ,1,3,Attchd,2,1,3,3,1,0.0,0.0,0.0,0.0,225.0,0.0,0,3,Others,140000.0,49.0,49.0,0.0
Others,Others,7614.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,3,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,2,2,1,0.0,1,0.0,738.0,GasA_GasW,4,1,Others,714.0,662.0,0.0,0,0,1,0,2,3,7,Typ,0,0,Others,1,1,3,3,0,0.0,0.0,104.0,0.0,225.0,0.0,0,3,Others,96900.0,76.0,101.0,45.0
60_20,FV_RL_RH,11000.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,200.0,3,3,Others,3,3,2,4,740.0,3,230.0,184.0,GasA_GasW,5,1,SBrkr,1154.0,0.0,0.0,0,0,1,1,3,3,6,Typ,1,1,Attchd,2,2,3,3,1,0.0,58.0,0.0,0.0,0.0,0.0,0,11,Others,154000.0,43.0,43.0,0.0
Others,Others,10337.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,9,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,4,Others,3,3,1,1,0.0,1,0.0,725.0,GasA_GasW,5,0,SBrkr,909.0,863.0,0.0,0,0,2,1,3,4,7,Typ,0,0,Others,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,184900.0,15.0,97.0,89.0
60_20,FV_RL_RH,14803.0,1,4,Others,UpperQuan,PosA_PosN_RRNn,PosA_PosN,1Fam_TwnhsE,1Story_2Story,10,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,816.0,5,3,PConc,5,3,3,6,1636.0,1,0.0,442.0,GasA_GasW,5,1,SBrkr,2084.0,0.0,0.0,1,0,2,0,2,5,7,Typ,1,4,Attchd,3,3,3,3,1,188.0,45.0,0.0,0.0,0.0,0.0,0,6,New,385000.0,1.0,1.0,1.0
Others,Others,8765.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,285.0,1,0.0,666.0,GasA_GasW,5,0,SBrkr,951.0,0.0,0.0,0,0,1,0,2,3,6,Typ,0,0,Others,1,1,3,3,1,0.0,28.0,0.0,0.0,0.0,0.0,0,4,Others,106500.0,70.0,70.0,14.0
60_20,FV_RL_RH,12720.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,150.0,4,3,PConc,4,3,2,6,1173.0,1,0.0,282.0,GasA_GasW,5,1,SBrkr,1466.0,1221.0,0.0,1,0,2,1,4,4,10,Typ,2,3,BuiltIn,2,3,3,3,1,252.0,30.0,0.0,0.0,0.0,0.0,0,9,Others,327000.0,9.0,9.0,0.0
60_20,FV_RL_RH,11128.0,1,4,Others,UpperQuan,PosA_PosN_RRNn,PosA_PosN,1Fam_TwnhsE,1Story_2Story,9,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,198.0,5,3,PConc,5,3,4,6,2158.0,1,0.0,300.0,GasA_GasW,5,1,SBrkr,2490.0,0.0,0.0,1,0,2,0,2,5,9,Typ,2,4,Attchd,3,3,3,3,1,70.0,226.0,0.0,0.0,0.0,0.0,0,10,Others,468000.0,4.0,4.0,1.0
Others,Others,5160.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,6,Others,CompShg,Others,Others,Others,0.0,3,2,Others,3,3,1,1,0.0,1,0.0,1204.0,GasA_GasW,3,1,Others,1204.0,462.0,0.0,0,0,1,0,3,3,4,Typ,0,0,Others,1,1,2,3,1,0.0,0.0,148.0,0.0,0.0,0.0,0,8,Others,135000.0,82.0,82.0,23.0
60_20,FV_RL_RH,13072.0,1,4,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1141.0,GasA_GasW,5,1,SBrkr,1141.0,0.0,0.0,0,0,1,1,3,3,6,Typ,0,0,Others,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Others,142500.0,1.0,1.0,0.0
60_20,FV_RL_RH,8814.0,1,4,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,2,732.0,1,0.0,0.0,GasA_GasW,5,1,SBrkr,732.0,732.0,0.0,0,0,1,1,4,3,7,Typ,0,0,Attchd,1,2,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,6,Others,141000.0,40.0,40.0,0.0
Others,FV_RL_RH,7000.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,5,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,4,3,4,6,969.0,1,0.0,148.0,GasA_GasW,3,1,SBrkr,820.0,527.0,0.0,1,0,1,0,3,3,5,Typ,0,0,Others,0,0,0,0,0,85.0,0.0,148.0,0.0,0.0,0.0,0,1,Others,107500.0,0.0,98.0,81.0
Others,FV_RL_RH,4484.0,1,3,Others,Others,Norm,Norm,Others,Others,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,485.0,1,0.0,187.0,GasA_GasW,3,0,SBrkr,778.0,504.0,0.0,1,0,1,0,2,3,4,Typ,0,0,Others,1,1,3,3,1,0.0,88.0,0.0,0.0,0.0,0.0,0,7,Others,108500.0,65.0,65.0,37.0
60_20,FV_RL_RH,9019.0,1,3,Others,Others,Others,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,3,PConc,4,3,1,5,274.0,1,0.0,362.0,GasA_GasW,5,1,SBrkr,636.0,684.0,0.0,0,0,2,1,3,4,6,Typ,0,0,Attchd,3,2,3,3,1,0.0,40.0,0.0,0.0,0.0,0.0,0,7,Others,150000.0,12.0,12.0,0.0
Others,Others,8520.0,0,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,3,5,Others,CompShg,Others,Others,Others,0.0,3,3,PConc,2,2,1,1,0.0,1,0.0,216.0,GasA_GasW,2,0,SBrkr,576.0,360.0,0.0,0,0,1,0,2,3,6,Typ,0,0,Others,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,78000.0,0.0,90.0,34.0
60_20,FV_RL_RH,11932.0,1,4,Others,UpperQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Stone,186.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1580.0,GasA_GasW,5,1,SBrkr,1580.0,0.0,0.0,0,0,2,0,3,4,7,Typ,0,0,Attchd,2,3,3,3,1,0.0,24.0,0.0,0.0,0.0,0.0,0,6,Others,235128.0,0.0,1.0,1.0
60_20,FV_RL_RH,115149.0,1,2,HLS_Low,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Others,CompShg,Others,Others,Stone,351.0,3,3,Others,4,3,4,6,1219.0,1,0.0,424.0,GasA_GasW,3,1,SBrkr,1824.0,0.0,0.0,1,0,2,0,2,4,5,Typ,2,3,Attchd,1,2,3,3,1,380.0,48.0,0.0,0.0,0.0,0.0,0,6,Others,302000.0,36.0,36.0,31.0
60_20,FV_RL_RH,14330.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,3,88.0,5,596.0,180.0,GasA_GasW,3,1,SBrkr,1558.0,0.0,0.0,1,0,2,0,2,3,5,Others,0,0,Attchd,3,2,3,3,1,140.0,0.0,239.0,0.0,227.0,0.0,0,8,Others,163000.0,33.0,33.0,26.0
Others,FV_RL_RH,8777.0,1,4,Others,LowerQuan,Others,Norm,1Fam_TwnhsE,1Story_2Story,3,6,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,0.0,3,4,Others,0,0,0,0,0.0,0,0.0,0.0,GasA_GasW,3,0,SBrkr,640.0,0.0,0.0,0,0,1,0,2,3,5,Others,0,0,Others,1,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,Others,84900.0,65.0,65.0,62.0
Others,FV_RL_RH,2308.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,257.0,3,495.0,103.0,GasA_GasW,3,1,SBrkr,855.0,467.0,0.0,0,1,2,1,3,3,6,Typ,1,2,Attchd,1,2,3,3,1,260.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,147000.0,35.0,35.0,0.0
Others,Others,2500.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,8,Others,CompShg,Others,Others,Others,0.0,4,3,PConc,3,3,1,5,299.0,1,0.0,611.0,GasA_GasW,5,1,SBrkr,916.0,910.0,0.0,1,0,1,1,4,5,7,Others,1,4,Attchd,1,1,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6,Others,155000.0,94.0,94.0,90.0
60_20,FV_RL_RH,8049.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Hip,CompShg,Others,Others,Others,54.0,3,3,Others,4,3,1,5,1053.0,1,0.0,256.0,GasA_GasW,3,1,SBrkr,1339.0,0.0,0.0,1,0,2,0,2,3,6,Typ,1,3,Attchd,3,2,4,4,1,0.0,58.0,0.0,0.0,90.0,0.0,0,7,Others,180000.0,16.0,16.0,0.0
Others,Others,5600.0,1,4,Others,LowerQuan,Norm,Norm,Others,1Story_2Story,4,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Others,0.0,2,2,Others,0,0,0,0,0.0,0,0.0,0.0,GasA_GasW,2,0,SBrkr,372.0,720.0,0.0,0,0,2,0,3,2,7,Others,0,0,Others,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,55000.0,0.0,80.0,20.0
Others,FV_RL_RH,9590.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,7,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,442.0,4,3,PConc,5,3,3,6,786.0,1,0.0,82.0,GasA_GasW,5,1,SBrkr,1146.0,0.0,0.0,1,0,2,0,3,4,6,Typ,1,4,Attchd,3,2,3,3,1,160.0,22.0,0.0,0.0,0.0,0.0,0,5,Others,187500.0,4.0,4.0,0.0
Others,FV_RL_RH,7200.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,6,Hip,CompShg,Others,Others,Others,255.0,3,3,Others,3,3,3,5,631.0,1,0.0,410.0,GasA_GasW,5,1,SBrkr,1125.0,0.0,0.0,1,0,1,0,3,3,6,Typ,1,2,Others,1,1,3,3,1,296.0,0.0,0.0,0.0,0.0,0.0,0,10,Others,125000.0,32.0,33.0,0.0
Others,FV_RL_RH,11500.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,Others,7,7,Others,CompShg,Others,Others,Others,0.0,4,3,Others,4,3,1,3,223.0,1,0.0,794.0,GasA_GasW,4,1,SBrkr,1020.0,1037.0,0.0,0,0,1,1,3,4,6,Typ,1,4,Attchd,3,1,2,3,1,0.0,0.0,0.0,0.0,322.0,0.0,0,6,Others,250000.0,70.0,70.0,51.0
Others,Others,6756.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,4,1,1,0.0,1,0.0,481.0,GasA_GasW,3,0,Others,899.0,0.0,0.0,0,0,1,0,2,3,5,Typ,0,0,Others,1,1,2,3,0,0.0,0.0,96.0,0.0,0.0,0.0,0,9,Others,78000.0,78.0,98.0,40.0
Others,Others,11426.0,1,4,Others,LowerQuan,Norm,Norm,Others,Others,4,6,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,828.0,GasA_GasW,4,1,Others,828.0,658.0,108.0,0,0,2,0,3,3,9,Typ,0,0,Others,0,0,0,0,0,0.0,172.0,109.0,0.0,0.0,0.0,0,6,Others,118000.0,0.0,98.0,86.0
60_20,FV_RL_RH,12030.0,1,4,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Hip,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,254.0,5,3,PConc,5,3,1,1,0.0,1,0.0,1694.0,GasA_GasW,5,1,SBrkr,1694.0,0.0,0.0,0,0,2,0,3,4,7,Typ,0,0,Attchd,3,3,3,3,1,168.0,228.0,0.0,0.0,0.0,0.0,0,12,New,318000.0,0.0,0.0,0.0
60_20,FV_RL_RH,9554.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,VinylSd_CemntBd_Stone_ImStucc,Others,125.0,4,3,PConc,4,3,1,6,380.0,1,0.0,397.0,GasA_GasW,5,1,SBrkr,1065.0,846.0,0.0,0,0,2,1,3,4,8,Typ,1,3,Attchd,2,2,3,3,1,182.0,81.0,0.0,0.0,0.0,0.0,0,9,Others,215000.0,13.0,13.0,1.0
Others,Others,8534.0,1,4,HLS_Low,LowerQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,4,4,Others,CompShg,Others,Others,Others,0.0,3,3,Others,2,3,1,1,0.0,1,0.0,432.0,GasA_GasW,3,0,Others,672.0,0.0,0.0,0,0,1,0,2,3,4,Others,0,0,Others,0,0,0,0,0,0.0,0.0,112.0,0.0,0.0,0.0,0,6,Others,72000.0,0.0,81.0,25.0
60_20,FV_RL_RH,11361.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,Others,Others,Others,160.0,3,3,Others,4,3,1,5,644.0,1,0.0,549.0,GasA_GasW,3,1,SBrkr,1523.0,0.0,0.0,0,1,2,0,3,3,7,Typ,1,3,Attchd,3,2,3,3,1,0.0,0.0,0.0,0.0,189.0,0.0,0,5,Others,180000.0,32.0,32.0,0.0
60_20,FV_RL_RH,12416.0,1,3,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,6,5,Others,CompShg,VinylSd_CemntBd_Stone_ImStucc,Others,Stone,132.0,3,3,Others,4,2,1,5,1398.0,2,208.0,0.0,GasA_GasW,3,1,SBrkr,1651.0,0.0,0.0,1,0,2,0,3,3,7,Others,1,3,Attchd,3,2,3,3,1,192.0,0.0,0.0,0.0,0.0,0.0,0,11,Others,184000.0,22.0,22.0,0.0
60_20,FV_RL_RH,9600.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Others,CompShg,Others,Others,Others,132.0,3,3,Others,3,3,1,5,991.0,1,0.0,50.0,GasA_GasW,5,1,SBrkr,1041.0,0.0,0.0,1,0,1,0,3,3,6,Typ,0,0,Attchd,2,1,3,3,1,224.0,88.0,0.0,0.0,0.0,0.0,0,7,Others,124500.0,50.0,50.0,0.0
Others,FV_RL_RH,8267.0,1,4,Others,Others,Others,Norm,Others,1Story_2Story,5,5,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,1604.0,GasA_GasW,3,1,SBrkr,1604.0,0.0,0.0,0,0,2,0,4,3,8,Typ,0,0,Attchd,1,2,3,3,1,42.0,0.0,0.0,0.0,0.0,0.0,0,3,Others,135000.0,52.0,52.0,0.0
Others,Others,6000.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,7,Others,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,5,521.0,1,0.0,460.0,GasA_GasW,5,1,SBrkr,1014.0,658.0,0.0,0,0,1,1,3,4,6,Typ,1,4,Others,1,1,3,3,1,0.0,11.0,0.0,0.0,0.0,0.0,0,7,Others,164900.0,68.0,68.0,49.0
60_20,FV_RL_RH,9600.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,7,5,Hip,CompShg,Others,Others,Others,168.0,3,3,Others,3,3,1,1,0.0,1,0.0,1164.0,GasA_GasW,3,1,SBrkr,1164.0,0.0,0.0,0,0,1,1,3,3,6,Typ,0,0,Attchd,1,2,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7,Others,140000.0,37.0,37.0,0.0
60_20,FV_RL_RH,7350.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,6,Hip,CompShg,Others,Others,Others,0.0,3,3,Others,3,3,1,1,0.0,1,0.0,1041.0,GasA_GasW,4,1,SBrkr,1041.0,0.0,0.0,0,0,1,0,3,3,6,Typ,0,0,Attchd,2,1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Others,128000.0,51.0,51.0,0.0
Others,FV_RL_RH,7703.0,1,3,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,8,Others,CompShg,Others,Others,Others,40.0,3,3,Others,4,3,4,5,450.0,1,0.0,0.0,GasA_GasW,5,1,SBrkr,1034.0,0.0,0.0,0,1,1,0,3,3,6,Typ,1,1,Others,3,2,3,3,1,311.0,0.0,0.0,0.0,0.0,0.0,0,5,Others,153000.0,30.0,30.0,0.0
Others,Others,4347.0,1,4,Others,LowerQuan,Norm,Norm,1Fam_TwnhsE,Others,6,8,Others,CompShg,Others,Others,Others,0.0,4,3,Others,4,4,1,1,0.0,1,0.0,796.0,GasA_GasW,5,1,SBrkr,825.0,784.0,0.0,0,0,1,0,3,3,7,Typ,0,0,Others,1,1,2,2,0,0.0,182.0,0.0,0.0,0.0,0.0,0,6,Others,127500.0,98.0,98.0,40.0
60_20,FV_RL_RH,9600.0,1,4,Others,Others,Norm,Norm,1Fam_TwnhsE,1Story_2Story,5,8,Others,CompShg,Others,Others,Others,0.0,3,4,Others,3,3,1,4,32.0,3,308.0,232.0,GasA_GasW,4,1,SBrkr,1337.0,0.0,0.0,1,0,1,0,3,4,7,Typ,1,4,Attchd,2,1,3,3,1,0.0,192.0,0.0,0.0,0.0,0.0,0,9,Others,141500.0,58.0,58.0,56.0
60_20,FV_RL_RH,12256.0,1,3,Others,UpperQuan,Norm,Norm,1Fam_TwnhsE,1Story_2Story,8,5,Others,CompShg,Others,Others,Others,362.0,4,3,PConc,5,3,3,6,1032.0,1,0.0,431.0,GasA_GasW,5,1,SBrkr,1500.0,1122.0,0.0,1,0,2,1,3,4,9,Typ,2,3,Attchd,2,2,3,3,1,186.0,32.0,0.0,0.0,0.0,0.0,0,4,Others,325000.0,16.0,16.0,1.0
